PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,HARBORSIZE,HARBORTYPE,MAX_VESSEL
VACAMONTE,PA,8.866667,-79.666667,V,OR,M
CAYO MOA GRANDE,CU,20.666667,-74.900000,S,CB,L
NEW ROSS,IE,52.383333,-6.950000,S,RN,M
CASTLETOWN BEARHAVEN,IE,51.650000,-9.916667,V,CN,M
PLYMOUTH,US,41.950000,-70.666667,V,CN,M
PROVINCETOWN,US,42.050000,-70.183333,V,CN,M
HYANNIS,US,41.650000,-70.283333,V,CN,M
HYANNIS PORT,US,41.633333,-70.300000,V,CB,M
FALMOUTH,US,41.550000,-70.616667,V,CN,M
NANTUCKET,US,41.283333,-70.100000,V,CN,M
EDGARTOWN,US,41.383333,-70.500000,V,CN,M
VINEYARD HAVEN,US,41.450000,-70.600000,V,CB,M
WOODS HOLE,US,41.516667,-70.666667,V,CN,M
NEW BEDFORD,US,41.633333,-70.916667,S,CN,M
NEWPORT,US,41.500000,-71.333333,S,CN,M
FALL RIVER,US,41.700000,-71.166667,V,CN,M
TIVERTON,US,41.633333,-71.216667,S,RN,L
BRISTOL,US,41.666667,-71.266667,V,CN,M
PROVIDENCE,US,41.800000,-71.400000,M,RN,M
QUONSET POINT,US,41.583333,-71.400000,V,CN,M
DAVISVILLE DEPOT,US,41.616667,-71.400000,V,CN,M
TAKULA TERMINAL,AO,-5.216667,11.783333,S,OR,L
ANTSOHIM BONDRONA,MG,-13.083333,48.833333,V,CN,
KOME KRIBI 1 MARINE TERMINAL,CM,2.916667,9.800000,V,OR,L
LIMBOH TERMINAL,CM,3.983333,9.150000,V,OR,L
CEIBA TERMINAL,GQ,1.416667,9.233333,V,OR,M
COGO,GQ,1.083333,9.700000,V,RN,M
SERPENTINA TERMINAL,GQ,3.800000,8.083333,V,OR,L
SIDON/ZAHRANI TERMINAL,LB,33.533333,35.316667,V,OR,M
ANTALYA OFFSHORE TERMINAL,TR,36.816667,30.600000,V,OR,M
BOTAS NATURAL GAS TERMINAL,TR,41.000000,27.983333,V,OR,M
BOTAS DORTYOL OIL TERMINAL,TR,36.866667,36.133333,V,OR,M
TOROS GUBRE,TR,36.916667,35.966667,V,OR,
YAKACIK,TR,36.716667,36.183333,V,CB,M
CHALKIS,GR,38.466667,23.600000,S,CN,M
DELTA TERMINAL,TR,36.850000,36.166667,V,OR,M
DIKILI,TR,39.016667,26.816667,V,OR,M
GEBZE,TR,40.766667,29.550000,V,OR,L
GULLUK,TR,37.250000,27.616667,V,CB,
YARIMCA,TR,40.800000,29.700000,S,OR,
GELENDZHIK,RU,44.550000,38.066667,V,CN,M
CERNAVODA,RO,44.333333,28.050000,V,RN,M
BASARABI,RO,44.166667,28.433333,V,RN,
KILRUSH,IE,52.633333,-9.500000,V,RT,M
GOLD RIVER,CA,49.683333,-126.116667,V,RN,L
STURA,NO,60.616667,4.850000,V,OR,L
SANDARNE,SE,61.266667,17.183333,S,CN,L
DOMSJO,SE,63.266667,18.733333,V,CN,M
OBBOLA,SE,63.700000,20.333333,V,CN,M
VEITSILUOTO,FI,65.700000,24.616667,S,CN,M
PORI,FI,61.483333,21.800000,L,CN,M
PARGAS,FI,60.283333,22.066667,V,CN,M
NYKOBING (MOR),DK,56.766667,11.866667,V,CB,M
GULFHAVEN,DK,55.200000,11.266667,V,OR,M
CONTRECOUR,CA,45.883333,-73.200000,V,RN,L
GOOSE BAY,CA,53.366667,-60.300000,V,CN,
AYIOS NIKOLAOS,GR,35.200000,25.716667,V,CN,M
GEMLIK,TR,40.416667,29.116667,V,OR,M
PORTO DE MUCURIPE,BR,-3.716667,-38.483333,S,OR,L
NATAL,BR,-5.783333,-35.200000,S,RN,L
PORT DE ARACAJU,BR,-10.916667,-37.050000,S,RN,L
PORT DE SALVADOR,BR,-12.966667,-38.516667,M,CB,L
VITORIA,BR,-20.316667,-40.333333,M,RN,L
TUBARAO,BR,-20.283333,-40.250000,L,CB,L
RIO DE JANEIRO,BR,-22.900000,-43.166667,L,CN,L
NITEROI,BR,-22.883333,-43.116667,S,CN,
PARANAGUA,BR,-25.500000,-48.516667,S,CN,L
SAO FRANCISCO,BR,-26.250000,-48.633333,S,RN,L
MONTEVIDEO,UY,-34.900000,-56.216667,M,CB,L
COLONIA,UY,-34.466667,-57.850000,V,OR,M
NUEVA PALMIRA,UY,-33.883333,-58.416667,V,RN,
PUERTO DE ASUNCION,PY,-25.266667,-57.683333,V,RN,
SANTA FE,AR,-31.650000,-60.700000,S,RN,L
DANUBE-BLACK SEA CANAL,RO,44.266667,28.183333,M,LC,
MEDGIDIA,RO,44.250000,28.266667,V,LC,L
MIDIA,RO,44.350000,28.666667,V,OR,
TULCEA,RO,45.166667,28.816667,V,RN,L
BELGOROD-DNESTROVSKY,UA,46.183333,30.366667,V,CN,M
DNIPRO-BUZKYY,UA,46.733333,31.883333,S,CB,M
PORT OKTYABRSK,UA,46.833333,31.933333,V,CN,M
UST-DUNAISK,UA,45.466667,29.700000,V,CN,M
KAVALA,GR,40.933333,24.400000,S,CB,M
ALIAGA,TR,38.833333,26.933333,V,CB,M
AMBARLI,TR,40.966667,28.700000,V,CN,
BORUSAN FERTILIZER JETTY,TR,40.416667,29.100000,V,CN,M
KYMASSI,GR,38.833333,23.466667,V,CN,
ASPROPIRGOS,GR,38.033333,23.600000,V,OR,M
ACHLADI,GR,38.900000,22.816667,V,CN,M
ASTAKOS,GR,38.483333,21.100000,S,CN,
AKRA KAVONISI,GR,35.516667,23.633333,V,CB,M
TELUK BEO,ID,4.233333,126.783333,V,CN,M
PATANI,ID,0.366667,128.750000,V,CN,M
WAHAI,ID,-2.783333,129.500000,V,CN,M
MIEI,ID,-2.733333,134.500000,V,CN,
TG. SORONG,ID,-0.883333,131.233333,S,OR,M
MERAK MAS TERMINAL,ID,-5.916667,105.983333,M,CN,M
TOKYO KO,JP,35.666667,139.750000,L,CN,L
PONTRIEUX,FR,48.700000,-3.150000,V,CB,M
TREGUIER,FR,48.783333,-3.233333,V,RN,M
MORLAIX,FR,48.583333,-3.833333,S,RT,M
PORT DE ROSCOFF-BLOSCON,FR,48.733333,-3.983333,V,CB,M
KINGSTON,JM,17.966667,-76.783333,M,CN,L
BEDI,IN,22.516667,70.033333,V,RN,L
DALHOUSIE,CA,48.066667,-66.366667,S,OR,L
SEPT ILES,CA,50.200000,-66.383333,M,RN,L
PORT DE ST PIERRE,PM,46.783333,-56.166667,S,CB,M
COME BY CHANCE HARBOR,CA,47.800000,-54.016667,S,OR,L
BELAWAN,ID,3.783333,98.683333,M,RN,L
SIDI KERIR (KURAYR),EG,31.100000,29.616667,S,OR,L
GRESIK,ID,-7.150000,112.650000,S,OR,M
HAIFA,IL,32.816667,35.000000,M,CB,L
BAYRUT,LB,33.900000,35.500000,L,CB,M
BRINDISI,IT,40.650000,17.983333,L,CB,L
PORT BERINGOVSKY,RU,63.066667,179.366667,,,
EL JADIDA,MA,33.250000,-8.500000,V,CB,M
GUSTAVSBERG,SE,59.316667,18.383333,V,CN,M
SANDHAMN,SE,59.283333,18.916667,V,CN,M
STOCKHOLM,SE,59.333333,18.050000,L,CB,M
VASTERAS,SE,59.616667,16.550000,M,LC,M
GRISSLEHAMN,SE,60.100000,18.816667,V,CN,M
HALLSTAVIK,SE,60.050000,18.583333,V,RB,M
HARGSHAMN,SE,60.183333,18.450000,V,CN,L
SKUTSKAR,SE,60.650000,17.400000,S,CN,L
OSKARSHAMN,SE,57.266667,16.450000,S,CN,M
FIGEHOLM,SE,57.366667,16.500000,V,CN,M
MOSS,NO,59.450000,10.666667,S,CN,L
SARPSBORG,NO,59.266667,11.100000,V,RN,M
FREDRIKSTAD,NO,59.200000,10.950000,S,RN,L
HALDEN,NO,59.116667,11.383333,S,RN,L
STROMSTAD,SE,58.933333,11.166667,V,CB,
SAN LORENZO,AR,-32.750000,-60.733333,V,RN,L
ROSARIO,AR,-32.950000,-60.633333,M,RN,L
SAN PEDRO,AR,-33.583333,-59.816667,V,RN,L
PUERTO IBICUY,AR,-33.750000,-59.183333,V,RN,
CONCEPCION DEL URUGUAY,AR,-32.483333,-58.233333,S,RN,L
BUENOS AIRES,AR,-34.600000,-58.366667,L,CB,L
QUEQUEN,AR,-38.583333,-58.700000,V,CB,L
PUERTO ROSALES,AR,-38.933333,-62.066667,V,CB,L
WAINWRIGHT,US,70.650000,-160.000000,V,OR,
BARROW,US,71.283333,-156.783333,V,OR,
PRUDHOE BAY,US,70.333333,-148.416667,V,CN,
BERNARD HARBOR,US,70.133333,-143.633333,V,OR,
TUKTOYAKTUK,CA,69.450000,-133.000000,V,CN,
POLICE POINT,CA,70.183333,-124.750000,V,CN,
PAULATUK,CA,69.350000,-124.083333,S,CN,
PEARCE POINT,CA,69.816667,-122.750000,V,CN,
TYSOE POINT,CA,69.600000,-120.750000,V,CN,
SACHS HARBOR,CA,71.966667,-125.250000,V,CN,
CAPE YOUNG,CA,68.933333,-116.933333,V,OR,
BERNARD HARBOR,CA,68.783333,-114.766667,S,CN,
LADY FRANKLIN POINT,CA,68.483333,-113.266667,V,CN,
COPPERMINE,CA,67.800000,-115.050000,V,RN,
CAMBRIDGE BAY,CA,69.116667,-105.066667,V,CN,
RESOLUTE BAY,CA,74.683333,-95.900000,V,CN,
BARENTSBURG,XR,78.066667,14.233333,V,CN,
LONGYEARBYEN,XR,78.200000,15.700000,V,CN,M
NY ALESUND,XR,78.916667,11.950000,V,CN,M
KIRKENES,NO,69.733333,30.050000,S,CN,M
VADSO,NO,70.066667,29.750000,S,CB,M
BATSFJORDEN,NO,70.633333,29.733333,S,CN,M
VARDO,NO,70.366667,31.116667,S,CN,M
BERLEVAG,NO,70.866667,29.100000,V,OR,M
KJOLLEFJORDEN,NO,70.950000,27.333333,V,CN,M
HONNINGSVAG,NO,70.983333,26.000000,S,CN,L
MASSACRE BAY,US,52.833333,173.233333,V,CN,
VILLAGE COVE,US,57.133333,-170.266667,V,OR,
SAN JUAN CANNERY,US,60.050000,-148.066667,V,CN,
LATOUCHE,US,60.050000,-148.066667,V,CN,
SEWARD,US,60.100000,-149.433333,S,CN,
PORT GRAHAM,US,59.350000,-151.816667,V,CN,
SELDOVIA,US,59.433333,-151.733333,V,CN,
HOMER,US,59.600000,-151.416667,V,CN,L
COAL POINT,US,59.600000,-151.416667,V,CN,
MIKAWA,JP,34.716667,137.300000,L,CB,M
PORBANDAR,IN,21.633333,69.600000,V,CB,L
SANTA BARBARA DE SAMANA,DO,19.200000,-69.333333,S,CN,L
PUERTO PLATA,DO,19.800000,-70.700000,S,OR,L
PEPILLO SALCEDO,DO,19.700000,-71.750000,V,OR,L
CAP HAITIEN,HT,19.766667,-72.200000,V,OR,L
PHILLIPSBURG,SX,18.016667,-63.050000,S,CN,M
CHARLESTOWN,KN,17.133333,-62.633333,V,OR,
GRAND CUL DE SAC BAY,LC,13.983333,-61.016667,S,CN,L
WASHOUGAL,US,45.583333,-122.350000,V,RN,
THE DALLES,US,45.600000,-121.183333,V,RN,
NAHCOTTA,US,46.500000,-124.033333,V,CN,
SOUTH BEND,US,46.666667,-123.783333,S,RN,
RAYMOND,US,46.683333,-123.733333,S,RN,
WILLAPA HARBOR,US,46.683333,-123.750000,V,RN,
WESTHAVEN COVE,US,46.916667,-124.116667,V,RN,
BAY CITY,US,46.866667,-124.066667,V,RN,
ABERDEEN,US,46.983333,-123.816667,S,RN,
HOQUIAM,US,46.966667,-123.900000,S,RN,
LA PUSH,US,47.900000,-124.633333,V,RN,
NEAH BAY,US,48.366667,-124.616667,V,CB,
SEKIU,US,48.266667,-124.300000,V,CN,
PORT ANGELES,US,48.116667,-123.433333,S,CN,
PORT TOWNSEND,US,48.116667,-122.750000,S,CN,
GLEN COVE,US,48.083333,-122.783333,V,CN,
HOODSPORT,US,47.416667,-123.133333,V,CN,
PORT GAMBLE,US,47.850000,-122.583333,V,CN,
POULSBO,US,47.733333,-122.650000,V,CN,
KEYPORT,US,47.700000,-122.616667,V,CN,
WINSLOW,US,47.616667,-122.516667,V,CN,
CREOSOTE,US,47.616667,-122.500000,V,CN,
FORT WARD,US,47.583333,-122.516667,V,CN,
EAST BREMERTON,US,47.566667,-122.616667,V,CN,
SILVERDALE,US,47.650000,-122.700000,V,CN,
BREMERTON,US,47.566667,-122.650000,M,CN,L
PORT ORCHARD,US,47.533333,-122.633333,V,CN,
QUARTERMASTER HARBOR,US,47.383333,-122.466667,V,CN,
SHELTON,US,47.216667,-123.100000,V,CN,
OLYMPIA,US,47.050000,-122.900000,S,CN,L
NISQUALLY HEAD,US,47.116667,-122.750000,V,CN,
TACOMA,US,47.283333,-122.416667,M,CN,L
GREBBESTAD,SE,58.683333,11.266667,V,CN,M
FJALLBACKA,SE,58.600000,11.283333,V,CN,M
BOVALLSTRAND,SE,58.483333,11.333333,V,CN,M
HUNNEBOSTRAND,SE,58.433333,11.300000,V,CN,M
LYSEKIL,SE,58.266667,11.433333,V,CB,L
UDDEVALLA,SE,58.350000,11.916667,M,RB,M
MARSTRAND,SE,57.883333,11.583333,V,CN,M
GOTEBORG,SE,57.700000,11.966667,L,RT,L
VARBERG,SE,57.116667,12.250000,M,CB,M
FALKENBERG,SE,56.900000,12.500000,M,CB,M
HALMSTAD,SE,56.666667,12.866667,S,CB,M
HOGANAS,SE,56.200000,12.550000,V,CB,M
HELSINGBORG,SE,56.050000,12.700000,M,CB,M
LANDSKRONA,SE,55.866667,12.833333,S,CN,M
MALMO,SE,55.616667,13.000000,L,CB,M
LIMHAMN,SE,55.583333,12.933333,V,CB,L
TRELLEBORG,SE,55.366667,13.150000,S,CB,L
YSTAD,SE,55.433333,13.833333,S,CB,M
SIMRISHAMN,SE,55.550000,14.366667,S,CT,M
AHUS,SE,55.933333,14.316667,S,RB,M
SOLVESBORG,SE,56.050000,14.583333,S,CN,M
KARLSHAMN,SE,56.166667,14.866667,M,RN,M
RONNEBY,SE,56.183333,15.300000,S,RN,M
KARLSKRONA,SE,56.166667,15.600000,V,CB,M
BERGKVARA,SE,56.383333,16.100000,V,OR,M
KALMAR,SE,56.666667,16.366667,V,CB,M
STORA JATTERSON,SE,57.100000,16.566667,V,OR,M
TOFTE,NO,59.550000,10.566667,V,CN,M
KAMBO,NO,59.466667,10.683333,V,CN,M
HUSNES,NO,59.866667,5.766667,V,CB,L
VIEUX FORT,LC,13.716667,-60.966667,V,CN,L
CASTRIES,LC,14.016667,-61.000000,S,CN,L
BRIDGETOWN,BB,13.100000,-59.633333,S,CB,L
SCARBOROUGH,TT,11.183333,-60.733333,V,OR,M
CHAGUARAMAS,TT,10.683333,-61.650000,V,CN,L
POINT LISAS PORT,TT,10.383333,-61.483333,S,RB,L
POINT LISAS INDUSTRIAL PORT,TT,10.400000,-61.500000,S,CN,L
BRIGHTON,TT,10.250000,-61.633333,V,OR,L
POINT FORTIN,TT,10.200000,-61.700000,V,OR,L
NINILCHIK,US,60.050000,-151.683333,V,CN,
KENAI,US,60.550000,-151.266667,V,CN,
NIKISKI,US,60.683333,-151.400000,V,CN,L
ANCHORAGE,US,61.216667,-149.900000,S,CN,L
DRIFT RIVER,US,60.550000,-152.133333,V,CN,
SNUG HARBOR,US,60.100000,-152.583333,V,CN,
OUZINKIE,US,57.916667,-152.500000,V,CN,
KODIAK,US,57.783333,-152.400000,S,CN,L
WOMENS BAY,US,57.716667,-152.516667,V,CN,
PORT HOBRON,US,57.166667,-153.166667,V,CN,
MCCORD,US,57.150000,-153.200000,V,CN,
THREE SAINTS BAY,US,57.116667,-153.500000,V,CN,
TRAP POINT,US,57.000000,-154.150000,V,CN,
LAZY BAY,US,56.900000,-154.250000,V,CN,
KARLUK,US,57.566667,-154.450000,V,OR,
UYAK,US,57.633333,-154.000000,V,CN,
LARSEN BAY,US,57.533333,-153.983333,V,CN,
PORT OBRIEN,US,57.733333,-153.316667,V,CN,
CIUDAD DEL CARMEN,MX,18.633333,-91.866667,V,CB,M
PROGRESO,MX,21.283333,-89.666667,V,OR,L
SAN MIGUEL DE COZUMEL,MX,20.500000,-86.966667,V,OR,M
PUERTO BARRIOS,GT,15.733333,-88.600000,S,OR,M
SANTO THOMAS DE CASTILLA,GT,15.700000,-88.616667,S,CN,L
PUERTO CORTES,HN,15.833333,-87.950000,S,OR,L
TELA,HN,15.783333,-87.450000,V,OR,L
LA CEIBA,HN,15.783333,-86.800000,V,OR,L
TRUJILLO,HN,15.916667,-85.950000,V,OR,L
PUERTO CASTILLA,HN,16.000000,-85.983333,V,OR,L
PORT NECHES,US,30.000000,-93.950000,S,RN,L
BEAUMONT,US,30.083333,-94.083333,M,RN,L
GALVESTON,US,29.316667,-94.783333,L,CN,L
JACKSONVILLE,US,30.316667,-81.650000,M,RN,L
ST AUGUSTINE,US,29.900000,-81.316667,V,CN,M
CANAVERAL HARBOR,US,28.700000,-80.616667,V,CN,L
FORT PIERCE,US,27.466667,-80.316667,V,CN,M
PALM BEACH,US,26.766667,-80.050000,V,CN,L
PORT EVERGLADES,US,26.100000,-80.116667,M,CN,L
MIAMI,US,25.783333,-80.183333,S,CN,L
KEY WEST,US,24.550000,-81.816667,S,CN,L
BOCA GRANDE,US,26.700000,-82.333333,V,CN,L
SEATTLE,US,47.600000,-122.333333,L,CN,L
POINT WELLS,US,47.783333,-122.400000,V,CN,
EDWARDS POINT,US,47.800000,-122.400000,V,CN,
MUKILTEO,US,47.950000,-122.300000,V,CN,
EVERETT,US,48.000000,-122.216667,S,CN,L
COUPEVILLE,US,48.233333,-122.683333,V,CN,
RICHARDSON,US,48.450000,-122.900000,V,CN,
WARRENTON,US,46.166667,-123.916667,V,RN,
ASTORIA,US,46.200000,-123.833333,S,RN,L
TONGUE POINT,US,46.200000,-123.750000,V,RN,
SAN FRANCISCO,US,37.816667,-122.416667,L,CN,L
YERBABUENA ISLAND,US,37.816667,-122.366667,V,CN,
REDWOOD CITY,US,37.533333,-122.200000,V,RN,M
ALAMEDA,US,37.783333,-122.266667,S,CN,
OAKLAND,US,37.816667,-122.333333,L,CN,L
BERKELEY,US,37.866667,-122.300000,V,CN,
POINT RICHMOND,US,37.916667,-122.366667,S,CN,L
MONTAUK HARBOR,US,41.066667,-71.933333,V,CB,M
GREENPORT,US,41.100000,-72.366667,V,CB,M
STONINGTON,US,41.333333,-71.900000,V,RN,M
NOANK,US,41.316667,-71.983333,V,CN,M
MYSTIC,US,41.350000,-71.966667,V,RN,M
NEW LONDON,US,41.350000,-72.083333,S,RN,L
NORWICH,US,41.516667,-72.083333,V,RN,M
ESSEX,US,41.350000,-72.383333,V,RN,M
NEW HAVEN,US,41.233333,-72.916667,S,CB,L
PORT JEFFERSON,US,40.950000,-73.083333,V,CB,L
BRIDGEPORT,US,41.166667,-73.183333,M,CB,L
SOUTHPORT,US,41.133333,-73.283333,V,RN,M
NORWALK,US,41.100000,-73.416667,V,RN,
STAMFORD,US,41.033333,-73.550000,V,RN,M
GREENWICH,US,41.016667,-73.616667,V,CN,M
PORT CHESTER,US,41.000000,-73.666667,V,RN,M
NEWBURYPORT,US,42.816667,-70.866667,V,RN,M
ROCKPORT,US,42.666667,-70.616667,V,CB,M
WINTER HARBOR,US,44.383333,-68.083333,V,CN,M
SORRENTO,US,44.466667,-68.183333,V,CN,M
BAR HARBOR,US,44.383333,-68.200000,V,CN,M
NORTHEAST HARBOR,US,44.300000,-68.283333,V,CN,M
SOUTHWEST HARBOR,US,44.283333,-68.316667,V,CN,M
MOUNT DESERT,US,44.366667,-68.333333,V,CN,M
FRENCHBORO,US,44.116667,-68.366667,V,CN,M
MINTURN,US,44.150000,-68.450000,V,CN,M
SWANS ISLAND,US,44.133333,-68.450000,V,CN,M
BASS HARBOR,US,44.233333,-68.350000,V,CN,M
GOTO OIL TERMINAL,BQ,12.216667,-68.383333,V,OR,L
CARACASBAAI,CW,12.066667,-68.866667,S,OR,L
WILLEMSTAD,CW,12.116667,-68.933333,M,CB,L
BULLEN BAAI,CW,12.183333,-69.033333,M,OR,L
PAARDEN BAAI - (ORANJESTAD),AW,12.516667,-70.033333,V,CB,L
TURBO,CO,8.083333,-76.733333,V,OR,M
COVENAS,CO,9.416667,-75.683333,S,OR,L
CARTAGENA,CO,10.416667,-75.533333,M,CN,L
SANTA MARTA,CO,11.250000,-74.216667,S,CN,L
POINTE A PITRE,GP,16.233333,-61.533333,M,CN,L
SANCHEZ,DO,19.233333,-69.616667,V,OR,M
LA ROMANA,DO,18.416667,-68.966667,V,RN,L
SAN PEDRO DE MACORIS,DO,18.450000,-69.316667,S,RN,L
ANDRES (ANDRES LNG TERMINAL),DO,18.433333,-69.633333,M,OR,M
SANTO DOMINGO,DO,18.466667,-69.883333,M,RN,L
PUERTO DE HAINA,DO,18.416667,-70.016667,S,RN,L
LAS CALDERAS,DO,18.216667,-70.516667,S,CN,M
PUERTO VIEJO DE AZUA,DO,18.350000,-70.833333,V,OR,L
ARGENTIA,CA,47.300000,-53.983333,M,CN,M
ROCKLAND,CA,45.550000,-75.300000,V,RN,
CATALINA HARBOR,CA,48.500000,-53.083333,S,CN,M
PORT UNION,CA,48.500000,-53.083333,V,CN,M
CLARENVILLE,CA,48.150000,-53.950000,S,CN,M
PORT MANATEE,US,27.633333,-82.566667,S,CT,
TAMPA,US,27.916667,-82.450000,M,CN,L
ST PETERSBURG,US,27.766667,-82.616667,S,CN,L
TARPON SPRINGS,US,28.150000,-82.766667,V,CN,M
CARRABELLE,US,29.850000,-84.666667,V,RN,M
APALACHICOLA,US,29.716667,-84.983333,V,RN,M
PORT ST JOE,US,29.816667,-85.316667,S,CN,M
PANAMA CITY,US,30.133333,-85.650000,S,CN,M
PENSACOLA,US,30.400000,-87.216667,S,CN,L
MOBILE,US,30.683333,-88.116667,L,RN,L
PASCAGOULA,US,30.350000,-88.566667,S,RN,L
BILOXI,US,30.383333,-88.883333,V,CN,
GULFPORT,US,30.350000,-89.083333,S,CN,M
SLIDELL,US,30.266667,-89.783333,V,LC,M
MADISONVILLE,US,30.400000,-90.150000,V,RN,M
CONCHAN OIL TERMINAL,PE,-12.166667,-77.000000,V,OR,L
LA PAMPILLA OIL TERMINAL,PE,-11.933333,-77.133333,V,OR,
ZIRKUH OIL FIELD,AE,24.866667,53.050000,S,OR,
SALIF,YE,15.300000,42.666667,V,CB,M
BARBERS POINT TERMINAL,US,21.266667,-158.100000,V,OR,M
LAAYOUNE,EH,27.083333,-13.433333,V,CN,M
ISLE OF GRAIN,GB,51.433333,0.700000,S,CN,L
FELIXSTOWE,GB,51.950000,1.316667,V,RN,L
STRAUMSVIK,IS,64.050000,-22.050000,V,CN,L
BOLUNGAVIK,IS,66.166667,-23.233333,V,CB,L
DALVIK,IS,65.983333,-18.516667,V,CB,
KILKEEL,GB,54.050000,-5.983333,V,CN,M
QUTDLEQ,GL,61.516667,-42.216667,V,CN,M
KUSANARTOQ,GL,61.766667,-42.216667,S,CN,M
LIVERPOOL BAY TERMINAL,GB,53.533333,-3.550000,V,OR,M
FOLKESTONE HARBOUR,GB,51.083333,1.200000,S,CB,M
LAVRIO,GR,37.700000,24.066667,V,CB,M
RENI,UA,45.433333,28.300000,V,RN,
SUPSA MARINE TERMINAL,GE,42.100000,41.716667,V,OR,M
LAJES,PT,38.400000,-28.266667,V,CB,
NAVLAKHI,IN,22.950000,70.450000,V,OR,L
YETAGUN MARINE TERMINAL,MM,13.050000,96.850000,V,OR,
ANGRA DO HEROISMO,PT,38.650000,-27.216667,V,CN,M
PRAIA DE VITORIA,PT,38.716667,-27.050000,V,CN,M
ELLSWORTH,US,44.550000,-68.416667,V,RN,M
BROOKLIN,US,44.266667,-68.583333,V,CN,M
BUCKS HARBOR,US,44.333333,-68.733333,V,CN,M
STONINGTON,US,44.150000,-68.666667,V,CN,M
CRIEHAVEN,US,43.833333,-68.883333,V,CB,M
MATINICUS,US,43.866667,-68.883333,V,CB,M
VINALHAVEN,US,44.050000,-68.833333,V,CN,M
NORTH HAVEN,US,44.133333,-68.866667,V,CN,M
CASTINE,US,44.383333,-68.733333,V,CN,M
SANDYPOINT,US,44.516667,-68.816667,V,RN,M
BUCKSPORT,US,44.566667,-68.783333,V,RN,M
WINTERPORT,US,44.633333,-68.850000,V,RN,M
BANGOR,US,44.800000,-68.766667,S,RN,L
SEARSPORT,US,44.450000,-68.916667,S,RN,L
BELFAST,US,44.416667,-69.000000,V,RN,M
CAMDEN,US,44.216667,-69.066667,V,CN,M
ROCKPORT,US,44.183333,-69.066667,V,CN,M
ROCKLAND,US,44.100000,-69.100000,V,CB,M
RETHIMNON,GR,35.366667,24.466667,V,CB,M
ZALIV RASA,HR,45.050000,14.066667,V,CN,
DUGI RAT,HR,43.450000,16.650000,V,CN,M
KORCULA,HR,42.933333,17.133333,V,CN,M
TERMINI IMERESE,IT,37.983333,13.700000,V,CB,M
PORTOFERRAIO,IT,42.816667,10.333333,S,OR,
TORRE DEL GRECO,IT,40.783333,14.366667,V,CB,
SPETSES,GR,37.266667,23.166667,V,OR,M
PUERTO DE GARRUCHA,ES,37.183333,-1.816667,V,CB,M
VILLANUEVA Y GELTRU,ES,41.233333,1.733333,V,CB,M
DROGHEDA,IE,53.716667,-6.300000,V,RB,M
VALENTIA,IE,51.933333,-10.300000,V,CN,M
RUNAVIK,FO,62.116667,-6.716667,V,CN,M
VAGUR,FO,61.483333,-6.800000,V,CN,M
ST. MARY'S (SCILLY ISL.),GB,49.916667,-6.316667,S,CB,M
BANGOR,GB,54.650000,-5.666667,V,RB,M
BIRD PORT,GB,51.566667,-2.966667,V,RN,M
GARLSTON,GB,53.350000,-2.900000,V,RT,M
HOWDENDYKE,GB,53.733333,-0.883333,V,RN,M
KILROOT,GB,54.733333,-5.716667,S,CN,M
LANCASTER,GB,54.050000,-2.783333,S,RB,M
MOSTYN,GB,53.316667,-3.266667,V,CN,M
NEW HOLLAND,GB,53.700000,-0.366667,V,OR,M
TILBURY,GB,51.466667,0.333333,S,RT,M
