PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,HARBORSIZE,HARBORTYPE,MAX_VESSEL
DUNDEE,GB,56.466667,-2.950000,L,RB,L
PERTH,GB,56.400000,-3.450000,S,RB,M
MONTROSE,GB,56.700000,-2.466667,V,RN,L
ABERDEEN,GB,57.150000,-2.083333,M,RB,L
PETERHEAD,GB,57.500000,-1.783333,M,CB,L
FRASERBURGH HARBOR,GB,57.683333,-2.000000,S,CB,M
TEESPORT,GB,54.650000,-1.133333,L,RT,M
HARTLEPOOL,GB,54.700000,-1.183333,S,CT,L
DORDRECHT,NL,51.816667,4.650000,M,RN,L
VLISSINGEN,NL,51.450000,3.600000,M,RN,M
TERNEUZEN,NL,51.350000,3.816667,M,RT,M
ANTWERPEN,BE,51.216667,4.400000,L,RT,M
BRUXELLES,BE,50.866667,4.350000,S,RT,M
GHENT,BE,51.066667,3.733333,M,LC,L
ZEEBRUGGE,BE,51.333333,3.200000,M,CB,L
BRUGES,BE,51.233333,3.216667,V,LC,M
OOSTENDE,BE,51.233333,2.916667,S,RT,M
NIEUWPOORT,BE,51.133333,2.750000,V,LC,M
WONSAN,KP,39.166667,127.450000,S,CN,L
HUNGNAM,KP,39.833333,127.616667,S,CB,M
CH'AHO,KP,40.200000,128.650000,V,CB,
CH'ONGJIN,KP,41.766667,129.816667,S,CN,
POS'YET,RU,42.650000,130.800000,V,CN,M
VLADIVOSTOK,RU,43.116667,131.900000,L,CN,L
BUKHTA GAYDAMAK,RU,42.866667,132.683333,V,CN,
NAKHODKA,RU,42.800000,132.883333,S,CN,M
SOVETSKAYA GAVAN,RU,48.966667,140.283333,S,CN,M
BUKHTA VANINO,RU,49.083333,140.283333,V,CN,M
PORTO EMPEDOCLE,IT,37.283333,13.533333,V,CB,L
LICATA,IT,37.100000,13.933333,V,CB,M
GELA,IT,37.066667,14.250000,V,CB,M
POZZALLO,IT,36.716667,14.850000,V,OR,L
SIRACUSA,IT,37.050000,15.283333,L,CB,L
AUGUSTA,IT,37.216667,15.233333,S,CB,M
CATANIA,IT,37.500000,15.100000,S,CB,M
LIPARI,IT,38.483333,14.966667,V,CN,
VALLETTA HARBORS,MT,35.900000,14.516667,M,CN,M
MARSAXLOKK,MT,35.816667,14.550000,S,CN,M
CROTONE,IT,39.083333,17.133333,S,CB,M
TARANTO,IT,40.466667,17.200000,L,CB,L
GALLIPOLI,IT,40.050000,17.983333,M,CB,M
OTRANTO,IT,40.150000,18.500000,V,CB,M
MONOPOLI,IT,40.950000,17.300000,S,CB,M
BARI,IT,41.133333,16.866667,M,CB,M
PORTO DI ORISTANO,IT,39.866667,8.550000,S,CN,L
PORTO TORRES,IT,40.833333,8.400000,S,CB,M
SAN REMO,IT,43.816667,7.783333,V,CT,M
IMPERIA,IT,43.883333,8.033333,S,CB,M
RADA DI VADO,IT,44.266667,8.433333,M,OR,M
SAVONA,IT,44.316667,8.500000,S,CB,M
GENOVA,IT,44.400000,8.933333,L,CB,M
LA SPEZIA,IT,44.100000,9.833333,M,CB,L
MARINA DI CARRARA,IT,44.033333,10.033333,V,CB,
LIVORNO,IT,43.550000,10.316667,S,CB,L
VADA,IT,43.350000,10.450000,V,OR,M
VANIMO,PG,-2.683333,141.133333,S,CN,M
THURSDAY ISLAND,AU,-10.583333,142.216667,S,CN,M
CAIRNS,AU,-16.916667,145.783333,S,RN,M
MOURILYAN HARBOUR,AU,-17.600000,146.133333,S,CN,M
LUCINDA,AU,-18.516667,146.333333,V,OR,M
TOWNSVILLE,AU,-19.266667,146.816667,S,CB,L
MACKAY,AU,-21.116667,149.216667,S,CB,M
HAY POINT,AU,-21.283333,149.300000,S,OR,M
PORT ALMA,AU,-23.583333,150.850000,V,RN,L
GLADSTONE,AU,-23.850000,151.250000,S,RN,M
BUNDABERG,AU,-24.866667,152.350000,V,RN,M
BRISBANE,AU,-27.466667,153.033333,L,RN,L
HIMEJI,JP,34.750000,134.633333,M,CB,L
AIOI,JP,34.783333,134.466667,V,CN,L
KAKOGAWA,JP,34.700000,134.833333,V,CB,M
UNO KO,JP,34.483333,133.950000,V,CN,L
HIBI KO,JP,34.450000,133.933333,V,CN,L
MIZUSHIMA KO,JP,34.500000,133.750000,M,CN,L
ONOMICHI-ITOZAKI,JP,34.383333,133.166667,L,CN,L
KURE,JP,34.233333,132.550000,M,CN,L
KANOKAWA KO,JP,34.183333,132.433333,V,CN,L
IWAKUNI KO,JP,34.183333,132.250000,M,OR,L
KUDAMATSU,JP,34.000000,131.866667,S,CN,M
TOKUYAMA,JP,34.033333,131.816667,M,OR,L
YOKOSUKA KO,JP,35.283333,139.666667,M,CN,L
ALEKSANDROVSK -SAKHALINSKIY,RU,50.900000,142.133333,S,OR,M
LAZAREV,RU,52.216667,141.516667,V,OR,M
MOSKAL VO,RU,53.583333,142.500000,V,CN,M
MAINTIRANO,MG,-18.066667,44.016667,V,OR,
TOLANARO,MG,-25.033333,47.000000,V,OR,L
MANAKARA,MG,-22.116667,48.050000,V,OR,
MAROANTSETRA,MG,-15.450000,49.816667,V,OR,
IHARANA,MG,-13.350000,50.000000,V,CN,M
PORT EST,RE,-20.933333,55.316667,S,CB,L
SAINT-PIERRE,RE,-21.350000,55.466667,V,OR,
DIEGO GARCIA,IO,-7.350000,72.466667,V,CB,
BERBERA,SO,10.450000,45.016667,S,CB,M
DJIBOUTI,DJ,11.600000,43.133333,S,CN,M
ASSAB,ER,13.000000,42.750000,S,CN,M
MITSIWA HARBOR,ER,15.616667,39.466667,S,CB,L
PORT SUDAN,SD,19.600000,37.233333,M,CB,L
AL QUSAYR,EG,26.100000,34.283333,V,OR,
BUR SAFAGA,EG,26.733333,33.950000,S,CB,L
ZEIT BAY TERMINAL,EG,27.833333,33.600000,S,OR,M
WARREN POINT,GB,54.100000,-6.250000,V,CN,M
WISBECH,GB,52.666667,0.150000,S,LC,M
EEMSHAVEN,NL,53.450000,6.833333,S,RB,M
HANSWEERT,NL,51.450000,4.000000,V,CT,M
BUSUM,DE,54.133333,8.866667,V,CN,M
BUTZFLETH,DE,53.650000,9.516667,S,OR,M
ITZEHOE,DE,53.916667,9.516667,V,RN,M
NEUHAUS,DE,53.800000,9.033333,V,RN,M
ORTH,DE,54.450000,11.050000,V,CB,M
LEMVIG,DK,56.583333,8.283333,V,CB,M
SKAERBAEK,DK,55.516667,9.616667,V,OR,M
HOLSTEBRO-STUER,DK,56.500000,8.583333,S,CB,M
THISTED,DK,56.950000,8.700000,V,CB,M
POLICE,PL,53.566667,14.566667,S,CN,M
LIELUPE,LV,57.000000,23.433333,V,RN,M
SALACGRIVA,LV,57.700000,24.366667,V,RN,M
BUTINGE OIL TERMINAL,LT,56.033333,20.950000,V,OR,L
HUNDESTED,DK,55.966667,11.850000,V,CB,M
FUSHIKI-TOYAMA,JP,36.766667,137.133333,S,CB,L
KINGSTOWN,VC,13.150000,-61.233333,S,CN,L
ST GEORGE'S,GD,12.050000,-61.750000,S,CN,L
GALEOTA POINT TERMINAL,TT,10.133333,-60.983333,S,OR,L
FUKUI KO,JP,36.183333,136.100000,M,RN,L
PORT OF SPAIN,TT,10.650000,-61.516667,M,CN,L
POINTE A PIERRE,TT,10.316667,-61.466667,S,OR,L
IBIZA,ES,38.900000,1.450000,V,CB,M
KRALENDIJK,BQ,12.150000,-68.283333,V,OR,L
HORTA,PT,38.533333,-28.633333,S,CB,M
HIGASHI-HARIMA,JP,34.700000,134.833333,M,CB,L
OSAKA,JP,34.650000,135.433333,L,CB,L
SAKAIDE KO,JP,34.333333,133.850000,V,CN,L
SINT NICOLAAS BAAI,AW,12.433333,-69.916667,S,CB,L
CUMANA (PUERTO SUCRE),VE,10.466667,-64.183333,V,OR,M
ST JOHN'S,CA,47.566667,-52.700000,S,CN,L
KEFLAVIK,IS,64.000000,-22.550000,V,OR,
HAFNARFJORDUR,IS,64.066667,-21.950000,V,CN,L
REYKJAVIK,IS,64.150000,-21.933333,M,CB,L
BILDUDALUR,IS,65.683333,-23.600000,V,CN,
SIGLUFJORHURD,IS,66.150000,-18.916667,V,CN,
KIMCH'AEK,KP,40.666667,129.200000,V,OR,M
NAJIN,KP,42.233333,130.300000,S,RB,
SENBONG,KP,42.333333,130.400000,S,CN,L
PAAMUIT (FREDERIKSHAB),GL,62.000000,-49.666667,S,CN,M
KARAIKAL PORT,IN,10.833333,79.866667,S,CB,L
PYEONGTAEK HANG,KR,37.000000,126.800000,M,RN,L
ATTU,GL,67.950000,-53.733333,V,CN,M
JINZHOU WAN,CN,40.750000,121.100000,V,OR,M
QINHUANGDAO,CN,39.933333,119.616667,M,CB,M
ILLULISSAT (JAKOBSHAVN),GL,69.216667,-51.100000,S,CN,M
PENZANCE,GB,50.116667,-5.533333,S,CT,M
SHANGHAI,CN,31.216667,121.500000,L,RN,M
MEVAGISSEY,GB,50.266667,-4.783333,V,CB,M
PONTA DELGADA,PT,37.733333,-25.666667,S,CB,M
VILA DO PORTO,PT,36.933333,-25.150000,V,CN,L
MALONG MARINE TERMINAL,MY,4.633333,104.816667,V,OR,L
SUNGAIGERONG,ID,-2.983333,104.833333,V,RN,M
BLANGLANCANG,ID,5.233333,97.100000,S,TH,M
POLENG OIL FIELD,ID,-6.650000,112.916667,V,OR,
PULAU BAAI,ID,-3.916667,102.283333,V,OR,M
RAMBA,ID,-2.616667,104.133333,V,OR,M
PORT DE BECANCOUR,CA,46.400000,-72.383333,V,RN,M
KUALA BELAIT,BN,4.633333,114.200000,V,CN,
PELABUHAN SUNGAI UDANG,MY,2.250000,102.133333,V,OR,M
COMODORO RIVADAVIA,AR,-45.866667,-67.466667,V,CB,L
PUERTO DESEADO,AR,-47.750000,-65.900000,V,RN,L
RIO GRANDE,AR,-53.783333,-67.683333,V,RN,
STANLEY,FK,-51.700000,-57.833333,M,CN,M
GRYTVIKEN,GS,-54.266667,-36.500000,V,CN,
PUNTA DELGADA,CL,-52.466667,-69.550000,V,OR,
RADA PUNTA ARENAS,CL,-53.166667,-70.900000,S,OR,L
BAHIA AGUA FRESCA,CL,-53.383333,-70.966667,V,CN,
PUERTO YARTOU,CL,-53.883333,-70.150000,V,CN,
ENITWETAK ISLAND,MH,11.333333,162.333333,V,OR,
KWAJALEIN,MH,8.716667,167.733333,V,OR,M
POHNPEI HARBOR,FM,6.983333,158.200000,S,CN,M
MOEN,FM,7.433333,151.833333,V,OR,
KAVIENG HARBOR,PG,-2.583333,150.800000,S,CN,M
RABAUL,PG,-4.200000,152.183333,S,CN,M
RINGGI COVE,SB,-8.116667,157.100000,S,CN,M
PUERTO LA CRUZ,VE,10.250000,-64.633333,L,OR,L
JOSE TERMINAL,VE,10.100000,-64.850000,V,OR,L
CATIA LA MAR,VE,10.600000,-67.016667,V,CN,M
PUERTO BORBURATA,VE,10.483333,-67.983333,V,CN,L
PUERTO CHICHIRIVICHE,VE,10.916667,-68.266667,V,CN,M
BAYONNE,FR,43.500000,-1.466667,M,RN,L
TOULON,FR,43.100000,5.916667,L,CB,L
PORTO VECCHIO,FR,41.583333,9.283333,V,CN,
LAS PIEDRAS,VE,11.700000,-70.216667,S,OR,M
FUKUYAMA,JP,34.433333,133.433333,M,CN,L
VITINO,RU,67.083333,32.316667,V,CN,L
TABARKA,TN,36.966667,8.766667,V,CB,
ABU KHAMMASH,LY,33.066667,11.816667,V,CN,
RAS AL MISHAB,SA,28.116667,48.633333,S,OR,L
RAS AL KHAFJI,SA,28.433333,48.583333,S,OR,L
ISLAS HORMIGAS,ES,37.650000,-0.650000,,,
LAS HORMIGAS,ES,41.866667,3.183333,,,
FORT WILLIAM,GB,56.816667,-5.116667,V,RB,M
GLENSANDA,GB,56.566667,-5.533333,V,RN,L
LOCHALINE,GB,56.550000,-5.766667,V,RB,M
LAGOS,PT,37.100000,-8.616667,,,
KHALIFA BIN SALMAN,BH,26.250000,50.750000,M,CB,L
SUIZHANG GANG,CN,40.066667,121.050000,V,OR,L
BODRUM,TR,37.033333,27.433333,V,CN,L
LAMU,KE,-2.266667,40.900000,S,CN,
GWANGYANG HANG,KR,34.850000,127.800000,M,CN,L
ISHIKARI BAY NEW PORT,JP,43.216667,141.283333,M,CB,L
SAPANGAR BAY,MY,6.083333,116.116667,S,CN,
SILLAMAE,EE,59.400000,27.050000,M,CB,L
PORT LANGKAWI,MY,6.433333,99.766667,V,OR,M
QASIGIANNGUIT-CHRISTIANSHAB,GL,68.816667,-51.183333,V,CN,M
FOWEY HARBOUR,GB,50.333333,-4.633333,S,RN,M
PITUFFIK (THULE AIR BASE),GL,76.533333,-68.866667,V,CN,L
PLYMOUTH,GB,50.366667,-4.150000,M,CN,M
BRIXHAM HARBOUR,GB,50.400000,-3.516667,V,CB,M
HAUGESUND,NO,59.416667,5.266667,S,CN,M
KOPERVIK,NO,59.283333,5.316667,V,OR,
KARSTO,NO,59.266667,5.516667,M,OR,L
ESPEVAER,NO,59.583333,5.150000,V,CN,M
SAUDA,NO,59.650000,6.350000,V,CN,M
AKRAHAMN,NO,59.266667,5.183333,V,CB,M
SANDNES,NO,58.850000,5.750000,V,RB,
STAVANGER,NO,58.966667,5.750000,M,CB,L
SKUDENESHAVN,NO,59.150000,5.266667,V,CB,M
TANANGER,NO,58.933333,5.583333,V,CB,M
EGERSUND,NO,58.450000,6.000000,V,RN,M
REKEFJORD,NO,58.333333,6.266667,V,RN,M
KIRKEHAMN,NO,58.233333,6.533333,V,CB,M
FLEKKEFJORDEN,NO,58.300000,6.666667,S,RB,M
FARSUND,NO,58.083333,6.816667,V,CN,M
STUSVIK,NO,58.000000,7.033333,V,CB,M
MANDAL,NO,58.016667,7.466667,V,RN,M
KRISTIANSAND,NO,58.150000,8.000000,S,CN,L
ARENDAL,NO,58.466667,8.766667,S,CB,M
TVEDESTRAND,NO,58.616667,8.933333,S,RB,M
RISOR,NO,58.716667,9.233333,V,CN,M
KRAGERO,NO,58.866667,9.416667,V,CB,L
BREVIK,NO,59.066667,9.700000,S,CN,M
PORSGRUNN,NO,59.150000,9.666667,S,RN,L
SKIEN,NO,59.200000,9.600000,S,RN,M
LARVIK,NO,59.050000,10.033333,S,CB,M
SANDEFJORDEN,NO,59.116667,10.233333,S,RB,L
TONSBERG,NO,59.283333,10.416667,V,LC,L
VALLOY,NO,59.266667,10.500000,V,OR,
NOUMEA,NC,-22.283333,166.433333,S,CN,M
BAIE UGUE,NC,-21.150000,165.550000,V,OR,L
M'BYA OIL TERMINAL,GA,-3.883333,10.933333,V,OR,L
PORTO AMBOIM,AO,-10.733333,13.750000,V,OR,
SUMBE,AO,-11.200000,13.833333,V,OR,
JAMESTOWN,SH,-15.916667,-5.716667,V,OR,L
EDINBURGH OF THE SEVEN SEAS,SH,-37.050000,-12.300000,V,OR,M
PELABUHAN BASS,MY,6.316667,99.833333,V,CN,M
PULAU PINANG,MY,5.416667,100.350000,M,CN,L
SERANGOON HARBOR,SG,1.400000,103.950000,V,CN,M
DRY SPRUCE BAY,US,57.933333,-153.033333,V,CN,
PORT VITA,US,58.066667,-153.066667,V,CN,
BEAR ISLAND,US,58.450000,-152.683333,V,CN,
HOGG ISLAND,US,58.466667,-152.683333,V,CN,
PORT WILLIAM,US,58.483333,-152.583333,V,CN,
KANATAK,US,57.566667,-156.033333,V,OR,
CHIGNIK,US,56.300000,-158.400000,V,CN,
IVANOF BAY,US,55.800000,-159.466667,V,CN,
SAND POINT,US,55.333333,-160.533333,V,CN,
BARALOF BAY,US,55.233333,-160.533333,V,CN,
BELKOFSKI,US,55.083333,-162.033333,V,OR,
KING COVE,US,55.050000,-162.316667,V,CN,
COLD BAY,US,55.200000,-162.700000,V,CN,
SANAK,US,54.483333,-162.816667,V,OR,
CANNERY BAY,US,53.700000,-166.750000,V,CN,
MAKUSHIN,US,53.766667,-166.983333,V,OR,
DUTCH HARBOR,US,53.900000,-166.533333,S,CN,
UNALASKA,US,53.866667,-166.533333,V,CN,
PALISADES POINT,US,52.233333,-174.166667,V,CN,
CONSTANTINE HARBOR,US,51.400000,179.300000,V,CN,
KISKA,US,51.966667,177.550000,V,CN,
ALCAN HARBOR,US,52.733333,174.066667,V,CN,
WHITTIER,US,60.833333,-148.666667,V,CN,
CRAB BAY,US,60.066667,-148.000000,V,CN,
PORT ASHTON,US,60.066667,-148.050000,V,CN,
SKOOT COVE,US,52.716667,174.066667,V,CN,
KETCHIKAN,US,55.333333,-131.650000,S,CN,L
WARD COVE,US,55.400000,-131.733333,V,CN,
KNUDSON COVE,US,55.466667,-131.800000,V,OR,
LORING,US,55.600000,-131.633333,V,CN,
YES BAY,US,55.916667,-131.800000,V,CN,
UNION BAY,US,55.766667,-132.216667,V,CN,
BURNETT INLET,US,56.066667,-132.466667,V,CN,
WRANGELL,US,56.466667,-132.383333,S,CN,M
KASAAN,US,55.533333,-132.400000,V,CN,
SLAGENSTANGEN,NO,59.316667,10.516667,V,OR,M
HORTEN,NO,59.416667,10.500000,M,CN,M
HOLMESTRAND,NO,59.483333,10.300000,V,CB,M
SVELVIK,NO,59.616667,10.400000,V,CN,
DRAMMEN,NO,59.733333,10.250000,M,CB,L
STORSTEILENE,NO,59.816667,10.600000,V,CN,
OSLO,NO,59.916667,10.750000,L,CN,L
DROBAK,NO,59.666667,10.650000,V,CB,
MOSTERHAMN,NO,59.700000,5.400000,V,CN,M
SAGVAG,NO,59.766667,5.383333,V,CN,M
LEIRVIK,NO,59.783333,5.500000,V,CN,M
MOSJOEN,NO,65.833333,13.200000,V,RN,M
TJOTTA,NO,65.833333,12.433333,V,CN,M
BRONNOYSUND,NO,65.466667,12.200000,V,CN,M
BERG,NO,65.366667,12.200000,V,CN,
RORVIK,NO,64.866667,11.250000,V,CN,M
SALSBRUKET,NO,64.800000,11.866667,S,CN,M
SANTA CRUZ DE BARAHONA,DO,18.200000,-71.083333,S,CN,L
CABO ROJO,DO,17.916667,-71.650000,V,OR,L
AGUADILLA,PR,18.433333,-67.150000,V,OR,L
ARECIBO,PR,18.483333,-66.700000,V,CB,
SAN JUAN,PR,18.466667,-66.116667,S,OR,L
BAHIA DE FAJARDO,PR,18.333333,-65.633333,V,CB,
ENSENADA HONDA,PR,18.233333,-65.633333,M,CB,L
PLAYA DE HUMACAO,PR,18.166667,-65.750000,V,OR,M
PUERTO YABUCOA,PR,18.050000,-65.833333,V,OR,L
ARROYO,PR,17.966667,-66.066667,S,OR,
BAHIA DE JOBOS,PR,17.950000,-66.183333,V,CB,L
LAS MAREAS,PR,17.950000,-66.166667,V,OR,L
PLAYA DE PONCE,PR,17.983333,-66.616667,M,CB,
PLAYA DE GUAYANILLA,PR,18.016667,-66.766667,M,CB,L
PLAYA DE GUANICA,PR,17.966667,-66.916667,S,OR,L
MAYAGUEZ,PR,18.200000,-67.150000,S,OR,L
CHARLOTTE AMALIE,VI,18.350000,-64.933333,S,OR,L
CRUZ BAY,VI,18.333333,-64.800000,S,CN,
FREDERIKSTED,VI,17.716667,-64.883333,S,OR,L
LIMETREE BAY,VI,17.700000,-64.750000,V,OR,L
CHRISTIANSTED,VI,17.750000,-64.700000,V,CN,M
ROAD HARBOR,VG,18.416667,-64.616667,M,CN,L
BAIE DU MARIGOT,FR,18.066667,-63.083333,V,OR,M
GUSTAVIA,GP,17.900000,-62.850000,V,CN,M
ROSE INLET,US,54.950000,-132.966667,V,CN,
HYDABURG,US,55.200000,-132.833333,V,CN,
WATERFALL,US,55.300000,-133.233333,V,OR,
CRAIG,US,55.466667,-133.150000,V,CN,
KLAWOCK,US,55.550000,-133.100000,V,CN,
STEAMBOAT BAY,US,55.533333,-133.633333,V,CN,
FISHERMANS HARBOR,US,55.966667,-133.800000,V,CN,
PETERSBURG,US,56.816667,-132.950000,S,CN,M
KAKE,US,56.966667,-133.933333,V,OR,
WASHINGTON BAY,US,56.733333,-134.350000,V,CN,
BAY OF PILLARS,US,56.600000,-134.233333,V,CN,
BIG PORT WALTER,US,56.383333,-134.733333,V,CN,
LITTLE PORT WALTER,US,56.383333,-134.633333,V,CN,
PORT ARMSTRONG,US,56.300000,-134.666667,V,CN,
PORT CONCLUSION,US,56.250000,-134.683333,V,CN,
PORT ALEXANDER,US,56.250000,-134.650000,V,CN,
SITKA,US,57.050000,-135.333333,S,CN,
KIMSHAN COVE,US,57.683333,-136.116667,V,CN,
PELICAN,US,57.966667,-136.233333,V,CN,
PORT SULPHUR,US,29.483333,-89.683333,V,RN,L
GRETNA,US,29.916667,-90.066667,V,RN,M
NEW ORLEANS,US,29.950000,-90.050000,L,RN,L
PORT OF MEMPHIS,US,35.066667,-90.166667,S,RN,M
ST ROSE,US,29.950000,-90.316667,V,RN,L
RESERVE,US,30.050000,-90.550000,V,RN,L
DESTREHAN,US,29.950000,-90.366667,V,RN,L
BATON ROUGE,US,30.450000,-91.183333,S,RN,L
LOOP TERMINAL,US,28.883333,-90.016667,L,OR,L
GRAND ISLE,US,29.233333,-90.000000,V,CN,M
MORGAN CITY,US,29.700000,-91.216667,V,RN,L
HAYMARK TERMINAL,US,30.133333,-93.316667,V,RN,M
LAKE CHARLES,US,30.216667,-93.250000,S,RN,L
SABINE,US,29.716667,-93.866667,V,CN,L
SABINE PASS,US,29.733333,-93.900000,V,CN,
ORANGE,US,30.083333,-93.733333,V,RN,L
PORT ARTHUR,US,29.833333,-93.966667,M,LC,L
BRUNSWICK,US,31.150000,-81.500000,S,RN,L
FERNANDINA BEACH,US,30.683333,-81.466667,S,RN,M
MAYPORT,US,30.400000,-81.433333,V,RN,L
PAULSBORO,US,39.850000,-75.250000,V,RN,L
GLOUCESTER,US,39.900000,-75.133333,S,RN,M
CAMDEN,US,39.950000,-75.133333,M,RN,L
BURLINGTON,US,40.083333,-74.866667,V,RN,M
BRISTOL,US,40.100000,-74.850000,V,RN,M
TRENTON,US,40.200000,-74.766667,V,RN,M
OCEAN CITY,US,38.333333,-75.083333,V,CN,M
CAPE CHARLES,US,37.266667,-76.016667,V,CN,M
SALISBURY,US,38.366667,-75.600000,V,RN,M
ORANJESTAD,BQ,17.483333,-62.983333,S,OR,L
BASSETERRE,KN,17.300000,-62.716667,V,OR,L
ST JOHNS,AG,17.116667,-61.850000,M,OR,L
MEDIA LUNA,CU,20.150000,-77.433333,V,OR,L
CEIBA HUECA,CU,20.216667,-77.316667,V,OR,M
MANZANILLO,CU,20.350000,-77.116667,V,OR,L
JUCARO,CU,21.616667,-78.850000,V,OR,L
TUNAS DE ZAZA,CU,21.633333,-79.550000,V,OR,M
CASILDA,CU,21.750000,-79.983333,M,CN,L
AKUREYRI,IS,65.683333,-18.083333,V,CN,
SEYDHISFJORDHUR,IS,65.266667,-14.000000,S,CN,
ESKIFJORDHUR,IS,65.066667,-14.016667,V,CN,
HORNABJORDUR,IS,64.250000,-15.233333,V,CN,
NANORTALIK HAVN,GL,60.116667,-45.200000,V,CN,M
NARSAQ,GL,60.916667,-46.050000,V,CN,M
NARSARSSUAQ,GL,61.150000,-45.433333,V,CN,M
GRONNEDAL (KANGILINNGUIT),GL,61.233333,-48.100000,V,CN,M
NUUK,GL,64.183333,-51.750000,S,CN,M
MANIITSOQ,GL,65.416667,-52.916667,V,CN,M
SISIMIUT,GL,66.916667,-53.700000,S,CN,M
AASIAAT,GL,68.700000,-52.866667,S,CN,M
QEQERTARSUAQ,GL,69.233333,-53.533333,S,CN,M
HAVRE DE GRACE,US,39.533333,-76.083333,V,RN,M
BALTIMORE,US,39.266667,-76.583333,L,RN,L
ANNAPOLIS,US,38.983333,-76.483333,V,RN,M
SOLOMONS ISLAND,US,38.316667,-76.450000,V,RN,M
WASHINGTON D.C.,US,38.866667,-77.033333,S,RN,M
ALEXANDRIA,US,38.800000,-77.033333,S,RN,M
PINEY POINT,US,38.133333,-76.533333,V,RN,L
YORKTOWN,US,37.233333,-76.500000,V,RN,L
WEST POINT,US,37.533333,-76.800000,V,RN,M
FREDERICKSBURG,US,38.300000,-77.450000,V,RN,M
NORFOLK,US,36.850000,-76.300000,L,RN,L
PORTSMOUTH,US,36.816667,-76.300000,S,RN,L
NEWPORT NEWS,US,36.966667,-76.433333,M,CN,L
WARWICK,US,37.450000,-77.416667,S,RN,M
RICHMOND,US,37.533333,-77.416667,V,RN,L
ELIZABETH CITY,US,36.300000,-76.216667,V,RN,M
JOHOR,MY,1.433333,103.900000,L,RN,L
NORTH PULAU LAUT COAL TERMINAL,ID,-3.200000,116.283333,V,OR,M
TANAH MERAH,ID,-1.816667,116.166667,V,CN,M
TANJUNG SANGATA,ID,0.366667,117.566667,V,OR,
TANJUNG BALAI KARIMUN,ID,0.983333,103.433333,V,CN,L
KUALA TANJUNG,ID,3.366667,99.483333,V,OR,L
SEKUPANG,ID,1.133333,103.916667,V,OR,M
TANJUNG GEREM,ID,-5.966667,105.983333,V,OR,M
EASTERN PART OF NIIGATA-KO,JP,38.016667,139.233333,S,CB,L
FUNABASHI,JP,35.666667,139.950000,V,CB,
SOMA,JP,37.833333,140.950000,V,CB,
HIKARI,JP,33.950000,131.933333,S,CN,M
HIMEKAWA,JP,37.033333,137.850000,V,CN,L
HIROHATA,JP,34.766667,134.633333,V,CB,
HIBIKINADA,JP,33.933333,130.833333,V,CN,M
MEGA,JP,34.783333,134.700000,V,CB,M
MITSUKOJIMA,JP,34.183333,132.516667,V,CN,M
MATSU-SHIMA,JP,32.933333,129.600000,V,OR,L
NAMIKATA,JP,34.116667,132.900000,V,OR,M
NOSHIRO KO,JP,40.216667,140.000000,V,CN,
SAKAIMINATO,JP,35.533333,133.233333,V,CN,
SHIKAMA,JP,34.766667,134.650000,S,CB,M
TOBATA,JP,33.916667,130.816667,V,CN,M
YANAI,JP,33.950000,132.133333,V,OR,M
KAJALLEQ UPERNAVIK,GL,72.150000,-55.533333,V,CN,
POND INLET,CA,72.750000,-76.750000,M,OR,
PADLOPING ISLAND,CA,67.033333,-62.733333,V,CN,
PANGNIRTUNG,CA,66.133333,-65.750000,V,CN,
AKSAZ LIMANI,TR,36.833333,28.383333,S,CN,L
COCKBURN TOWN,BS,24.050000,-74.533333,V,OR,
ROCKY POINT,JM,17.816667,-77.150000,V,OR,L
PUNTA NIZAO OIL TERMINAL,DO,18.200000,-70.200000,S,OR,L
PUERTO BOTADO,DO,19.200000,-69.450000,V,CN,L
COLES BAY OIL TERMINAL,SX,18.016667,-63.083333,S,OR,
TORQUAY HARBOUR,GB,50.466667,-3.533333,V,CB,M
SKERJAFJORDUR,IS,64.150000,-22.016667,V,CN,L
PORTLAND HARBOUR,GB,50.583333,-2.433333,M,CB,L
GRUNDARTANGI,IS,64.266667,-22.000000,M,CB,L
WEYMOUTH HARBOUR,GB,50.616667,-2.450000,S,CN,M
COWES HARBOUR,GB,50.766667,-1.300000,S,RN,M
YARMOUTH HARBOUR,GB,50.700000,-1.500000,S,CT,
FAWLEY MARINE TERMINAL,GB,50.816667,-1.333333,S,RN,L
PORTSMOUTH HARBOUR,GB,50.800000,-1.100000,M,CT,M
YAHATA,JP,33.866667,130.816667,S,RB,
YURA,JP,33.950000,135.100000,,,
QUEEN CAROLA HARBOR,PG,-5.166667,154.550000,V,CN,M
CHINAE,KR,35.133333,128.650000,S,CN,M
CAPE FLATTERY HARBOR,AU,-14.950000,145.350000,S,OR,M
NOUAKCHOTT,MR,18.033333,-16.033333,S,OR,M
BIALLA,PG,-5.300000,150.983333,V,CN,
PORT OF SOHAR,OM,24.516667,56.633333,S,CB,
UNGA,US,55.183333,-160.500000,V,OR,
AKUTAN HARBOR,US,54.133333,-165.800000,V,CN,
ADAK NAVAL AIR STATION,US,51.866667,-176.633333,S,CB,L
PORT CHILKOOT,US,59.233333,-135.433333,V,CN,
ORCA,US,60.583333,-145.716667,V,CN,
AL SHAHEEN TERMINAL,QA,26.583333,52.000000,V,OR,M
